member_name,member_start_date,member_end_date,political_party,administrative_region,gender,roles,government_name
μελας παναγιωτη ιωαννης,2019-07-07,2020-07-25,νεα δημοκρατια,α' πειραιως,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
μελιδης αναστασιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μελιδης αναστασιου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μελιδης αναστασιου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
μελιδης αναστασιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μερεντιτη δημητριου αθανασια (σουλα),2000-04-09,2000-09-20,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,female,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
μερεντιτη δημητριου αθανασια (σουλα),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,female,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μερεντιτη δημητριου αθανασια (σουλα),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,female,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μερεντιτη δημητριου αθανασια (σουλα),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,female,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μερκουρη σταματιου αμαλια-μαρια (μελινα),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μερκουρη σταματιου αμαλια-μαρια (μελινα),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μερκουρη σταματιου αμαλια-μαρια (μελινα),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
μερκουρη σταματιου αμαλια-μαρια (μελινα),1993-10-10,1994-03-06,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female,['υπουργος πολιτισμου(13/10/1993-03/06/1994)'],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)']"
μεσσαρης ευαγγελου γερασιμος,1989-06-18,1989-10-12,νεα δημοκρατια,κεφαλληνιας,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μεσσαρης ευαγγελου γερασιμος,1989-11-05,1990-03-12,νεα δημοκρατια,κεφαλληνιας,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μεχμετ μουσταφα αχμετ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
αντωνιου νικολαου αντωνια (τονια),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,female,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
αντωνιου νικολαου αντωνια (τονια),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,female,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
αντωνιου νικολαου αντωνια (τονια),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,female,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μητακιδης αθανασιου δημοσθενης,1993-09-08,1993-09-11,νεα δημοκρατια,σερρων,male,[],['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']
μηταρακης αντωνιου παναγιωτης (νοτης),2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μηταρακης αντωνιου παναγιωτης (νοτης),2012-06-17,2014-12-31,νεα δημοκρατια,α' αθηνων,male,"['υφυπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων(21/06/2012-25/06/2013)', 'υφυπουργος αναπτυξης και ανταγωνιστικοτητας(25/06/2013-27/01/2015)']","['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μηταρακης αντωνιου παναγιωτης (νοτης),2015-01-25,2015-08-28,νεα δημοκρατια,χιου,male,['υφυπουργος αναπτυξης και ανταγωνιστικοτητας(25/06/2013-27/01/2015)'],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μηταρακης αντωνιου παναγιωτης (νοτης),2015-09-20,2019-06-11,νεα δημοκρατια,χιου,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μηταρακης αντωνιου παναγιωτης (νοτης),2019-07-07,2020-07-25,νεα δημοκρατια,χιου,male,"['υφυπουργος εργασιας και κοινωνικων υποθεσεων(07/09/2019-15/01/2020)', 'υπουργος μεταναστευσης και ασυλου(15/01/2020-27/07/2020)']","['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
μηταφιδης ανδρεα τριανταφυλλος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μηταφιδης ανδρεα τριανταφυλλος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μητρας παντελη θεοδωρος,1993-10-10,1996-08-24,νεα δημοκρατια,πιεριας,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μητροπουλος παναγιωτη αλεξιος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μητροπουλος παναγιωτη αλεξιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μητροπουλος παναγιωτη αλεξιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male,['α αντιπροεδρος βουλης(02/06/2015-10/04/2015)'],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μητσοτακης κυριακου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης,male,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']","['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μητσοτακης κυριακου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης,male,"['υπουργος εμπορικης ναυτιλιας(04/11/1990-10/01/1990)', 'υπουργος εθνικης οικονομιας(10/01/1990-08/08/1991)', 'αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']","['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μητσοτακης κυριακου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male,"['υπουργος εξωτερικων(14/04/1992-08/07/1992)', 'υπουργος εμπορικης ναυτιλιας(04/11/1990-10/01/1990)', 'υπουργος εθνικης οικονομιας(10/01/1990-08/08/1991)', 'υπουργος αιγαιου(08/08/1991-13/10/1993)', 'πρωθυπουργος(04/11/1990-13/10/1993)', 'πρωθυπουργος(04/11/1990-13/10/1993)', 'αρχηγος αξιωματικης αντιπολιτευσης(13/10/1993-11/03/1993)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']","['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
μητσοτακης κυριακου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male,"['υπουργος αιγαιου(08/08/1991-13/10/1993)', 'πρωθυπουργος(04/11/1990-13/10/1993)', 'πρωθυπουργος(04/11/1990-13/10/1993)', 'αρχηγος αξιωματικης αντιπολιτευσης(13/10/1993-11/03/1993)']","['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μητσοτακης κυριακου κωνσταντινος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
μητσοτακης κυριακου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
μητσοτακης κωνσταντινου κυριακος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μητσοτακης κωνσταντινου κυριακος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μητσοτακης κωνσταντινου κυριακος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μητσοτακης κωνσταντινου κυριακος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μητσοτακης κωνσταντινου κυριακος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων,male,['υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης(25/06/2013-27/01/2015)'],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
