member_name,member_start_date,member_end_date,political_party,administrative_region,gender
αβραμοπουλος λαμπρου δημητριος,2007-09-16,2009-09-07,νεα δημοκρατια,α' αθηνων,male
αβραμοπουλος λαμπρου δημητριος,2009-10-04,2011-11-11,νεα δημοκρατια,α' αθηνων,male
αβραμοπουλος λαμπρου δημητριος,2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων,male
αβραμοπουλος λαμπρου δημητριος,2012-06-17,2014-11-03,νεα δημοκρατια,α' αθηνων,male
αναστασοπουλος δημητριου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1993-10-10,1996-08-24,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,μεσσηνιας,male
κουντουρα αλεξανδρου ελενα,2004-03-07,2007-08-18,νεα δημοκρατια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2011-11-14,2012-02-11,νεα δημοκρατια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2019-01-14,2019-06-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2015-09-20,2019-01-13,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' αθηνων,female
κουρακης αντωνιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
κουρακης αντωνιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
κουρακης αντωνιου ιωαννης,2000-04-09,2003-01-09,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
κουρακης στυλιανου αναστασιος (τασος),2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακος θωμα ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' πειραιως,male
κουρακος θωμα ιωαννης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' πειραιως,male
κουρακος θωμα ιωαννης,2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,β' πειραιως,male
κουρακος θωμα ιωαννης,2012-12-14,2013-11-05,ανεξαρτητοι (εκτος κομματος),β' πειραιως,male
κουρακος θωμα ιωαννης,2012-06-17,2012-12-13,ανεξαρτητοι ελληνες - πανος καμμενος,β' πειραιως,male
κουρεμπες σπυριδωνος θεοφανης (φανης),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,male
κουρης ανδρεα γερασιμος (μακης),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουρης ανδρεα γερασιμος (μακης),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουρης ανδρεα γερασιμος (μακης),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουρης νικολαου λεωνιδας,1997-05-26,2000-03-14,νεα δημοκρατια,αττικης(υπολοιπο),male
κουρης παναγιωτη νικολαος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
κουρκουλα κωνσταντινου ελενη,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
κουρκουλα κωνσταντινου ελενη,2004-03-07,2007-04-17,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
κουρουμπλης ελευθεριου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2012-04-09,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2011-06-29,2012-04-08,ανεξαρτητοι (εκτος κομματος),αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2009-10-04,2011-06-28,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
ανατολακης στεφανου γεωργιος,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,β' πειραιως,male
κουρουπακη σταυρου ευαγγελια,2011-01-10,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,female
κουρτης σωτηριου θωμας,1990-04-08,1993-09-11,νεα δημοκρατια,θεσπρωτιας,male
κουρτιδης χαραλαμπους ευαγγελος,1989-06-18,1989-10-12,νεα δημοκρατια,ξανθης,male
κουρτιδης χαραλαμπους ευαγγελος,1989-11-05,1990-03-12,νεα δημοκρατια,ξανθης,male
κουρτιδης χαραλαμπους ευαγγελος,1993-10-10,1996-08-24,νεα δημοκρατια,ξανθης,male
κουσελας ηλια δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,μεσσηνιας,male
κουσελας ηλια δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,μεσσηνιας,male
κουσελας ηλια δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,μεσσηνιας,male
κουσουρνας γεωργιου ευσταθιος,2009-10-04,2010-12-30,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κουτμεριδης θεοδωρου ευσταθιος,2004-03-07,2005-05-09,πανελληνιο σοσιαλιστικο κινημα,σερρων,male
κουτμεριδης θεοδωρου ευσταθιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,σερρων,male
κουτμεριδης θεοδωρου ευσταθιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,σερρων,male
κουτρας δημητριου παναγιωτης,1989-01-01,1989-06-02,νεα δημοκρατια,β' θεσσαλονικης,male
κουτρουμανης σπυριδωνος γεωργιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουτσικας δημητριου φοιβος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,μεσσηνιας,male
ανδρεαδακη ηλια αναστασια,1990-04-08,1991-10-07,οικολογοι εναλλακτικοι (ομοσπονδια οικολογικων εναλλακτικων οργανωσεων),β' πειραιως,female
κουτσογιαννακοπουλος ιωαννη κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,φθιωτιδας,male
κουτσογιαννης ασημακη ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male
κουτσογιωργας αγαμεμνωνα δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
κουτσογιωργας ιωαννη αγαμεμνων,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
κουτσομπινας θεοδωρου θωμας,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουτσουκος δημητριου γιαννης,2000-04-09,2000-09-20,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2013-02-21,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2012-11-07,2013-02-20,ανεξαρτητοι (εκτος κομματος),ηλειας,male
κουτσουκος δημητριου γιαννης,2012-06-17,2012-11-06,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κουτσουκος δημητριου γιαννης,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),ηλειας,male
κουτσουμπας αποστολου δημητριος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κουτσουμπας αποστολου δημητριος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κουτσουμπας αποστολου δημητριος,2019-07-07,2020-07-25,κομμουνιστικο κομμα ελλαδας,β2' δυτικου τομεα αθηνων,male
κουτσουμπας βασιλειου ανδρεας,2007-09-16,2009-09-07,νεα δημοκρατια,βοιωτιας,male
κουτσουμπας βασιλειου ανδρεας,2012-05-06,2012-05-19,νεα δημοκρατια,βοιωτιας,male
κουτσουμπας βασιλειου ανδρεας,2012-06-17,2014-12-31,νεα δημοκρατια,βοιωτιας,male
κουτσουμπας βασιλειου ανδρεας,2017-02-22,2019-06-11,νεα δημοκρατια,βοιωτιας,male
κουτσουμπας βασιλειου ανδρεας,2019-07-07,2020-07-25,νεα δημοκρατια,βοιωτιας,male
κοψαχειλης αθανασιου τιμολεων,2012-05-06,2012-05-19,νεα δημοκρατια,γρεβενων,male
κοψαχειλης αθανασιου τιμολεων,2012-06-17,2014-12-31,νεα δημοκρατια,γρεβενων,male
κοψαχειλης αθανασιου τιμολεων,2015-01-25,2015-08-28,νεα δημοκρατια,γρεβενων,male
κρανιας ηλια δημητριος,2009-08-31,2009-09-07,νεα δημοκρατια,αργολιδος,male
κρατσας γεωργιου αποστολος,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων,male
κρατσας γεωργιου αποστολος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male
κρατσας γεωργιου αποστολος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male
κρατσας γεωργιου αποστολος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male
κρεμαστινος θωμα δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κρεμαστινος θωμα δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κρεμαστινος θωμα δημητριος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κρεμαστινος θωμα δημητριος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κρεμαστινος θωμα δημητριος,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
κρεμαστινος θωμα δημητριος,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),δωδεκανησου,male
κρεσπης αναστασιου νικολαος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,ηλειας,male
κρητικος δημοσθενη νεοκλης,2019-07-07,2020-07-25,νεα δημοκρατια,λακωνιας,male
κρητικος νικολαου παναγιωτης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρητικος νικολαου παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
κρικελης θωμα αναστασιος,1989-01-01,1989-06-02,νεα δημοκρατια,γρεβενων,male
κρικελης θωμα αναστασιος,1989-06-18,1989-10-12,νεα δημοκρατια,γρεβενων,male
κρικελης θωμα αναστασιος,1989-11-05,1990-03-12,νεα δημοκρατια,γρεβενων,male
κρικελης θωμα αναστασιος,1993-10-10,1996-08-24,νεα δημοκρατια,γρεβενων,male
κρικος ιωαννη αθανασιος,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων,male
κρικος ιωαννη αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male
κρικος ιωαννη αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male
κριτσωτακης γεωργιου μιχαηλ,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
κριτσωτακης γεωργιου μιχαηλ,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
κριτσωτακης γεωργιου μιχαηλ,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
κριτσωτακης γεωργιου μιχαηλ,2015-08-21,2015-08-28,λαικη ενοτητα,ηρακλειου,male
κριτσωτακης γεωργιου μιχαηλ,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
κροκιδη νικολαου λινα,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,β' αθηνων,female
κτενας χρηστου γεωργιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,λευκαδας,male
κτενας χρηστου γεωργιος,2002-07-18,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λευκαδας,male
κυπριωτακη-περρακη γεωργιου μαρια,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,female
κυρανακης ιωαννη-παναγιωτη κωνσταντινος,2019-07-07,2020-07-25,νεα δημοκρατια,β3' νοτιου τομεα αθηνων,male
κυρατσους γεωργιου μερκουριος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κυρατσους γεωργιου μερκουριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κυρατσους γεωργιου μερκουριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κυριαζιδης τριανταφυλλου δημητριος,2012-05-06,2012-05-19,νεα δημοκρατια,δραμας,male
κυριαζιδης τριανταφυλλου δημητριος,2012-06-17,2014-12-31,νεα δημοκρατια,δραμας,male
κυριαζιδης τριανταφυλλου δημητριος,2015-01-25,2015-08-28,νεα δημοκρατια,δραμας,male
κυριαζιδης τριανταφυλλου δημητριος,2015-09-20,2019-06-11,νεα δημοκρατια,δραμας,male
κυριαζοπουλος μιλτιαδη στεφανος,1989-06-18,1989-10-12,νεα δημοκρατια,ημαθιας,male
κυριαζοπουλος μιλτιαδη στεφανος,1989-11-05,1990-03-12,νεα δημοκρατια,ημαθιας,male
κυριαζοπουλος μιλτιαδη στεφανος,1990-04-08,1993-09-11,νεα δημοκρατια,ημαθιας,male
κυριαζοπουλος μιλτιαδη στεφανος,1993-10-10,1996-08-24,νεα δημοκρατια,ημαθιας,male
κυριακακης κωνσταντινου βασιλειος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male
κυριακακης κωνσταντινου βασιλειος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male
κυριακακης κωνσταντινου βασιλειος,2015-08-21,2015-08-28,λαικη ενοτητα,φθιωτιδας,male
κυριακακης κωνσταντινου βασιλειος,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male
κυριακοπουλου ηλια μαρια,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),αχαιας,female
κυριακοπουλου ηλια μαρια,2011-01-10,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,female
ανδρεουλακος γεωργιου αποστολος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male
ανδρεουλακος γεωργιου αποστολος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
κυριτση λαζαρου αγλαια,2015-08-21,2015-08-28,λαικη ενοτητα,επικρατειας,female
κυριτση λαζαρου αγλαια,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female
κυριτσης δημητριου γεωργιος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,τρικαλων,male
κυριτσης δημητριου γεωργιος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,τρικαλων,male
κυριτσης μιλτιαδη γεωργιος,2015-07-15,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κυριτσης μιλτιαδη γεωργιος,2016-05-25,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κυρκος μιχαηλ λεωνιδας,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
κυρκος μιχαηλ λεωνιδας,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
κυρκος μιχαηλ λεωνιδας,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' θεσσαλονικης,male
κωνστανταρας λαμπρου δημητριος,2004-03-07,2007-08-18,νεα δημοκρατια,α' αθηνων,male
κωνσταντινεας νικολαου πετρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,male
κωνσταντινεας νικολαου πετρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,male
κωνσταντινιδης αθανασιου πασχαλης,1990-04-08,1993-09-11,νεα δημοκρατια,ροδοπης,male
κωνσταντινιδης αθανασιου πασχαλης,1993-10-10,1996-08-24,νεα δημοκρατια,ροδοπης,male
ανδριανοπουλος ιωαννη ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,α' πειραιως,male
ανδριανοπουλος ιωαννη ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,α' πειραιως,male
ανδριανοπουλος ιωαννη ανδρεας,1990-04-08,1993-09-11,νεα δημοκρατια,α' πειραιως,male
ανδριανοπουλος ιωαννη ανδρεας,1993-10-10,1994-11-17,νεα δημοκρατια,α' πειραιως,male
ανδριανοπουλος ιωαννη ανδρεας,2004-04-16,2007-01-17,ανεξαρτητοι (εκτος κομματος),επικρατειας,male
ανδριανοπουλος ιωαννη ανδρεας,2004-03-07,2004-04-15,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
κωνσταντινιδης γεωργιου ευσταθιος,2007-09-16,2009-09-07,νεα δημοκρατια,φλωρινας,male
κωνσταντινιδης γεωργιου ευσταθιος,2009-10-04,2012-04-11,νεα δημοκρατια,φλωρινας,male
κωνσταντινιδης γεωργιου ευσταθιος,2012-05-06,2012-05-19,νεα δημοκρατια,φλωρινας,male
κωνσταντινιδης γεωργιου ευσταθιος,2012-06-17,2014-12-31,νεα δημοκρατια,φλωρινας,male
κωνσταντινιδης γεωργιου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male
κωνσταντινιδης γεωργιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male
κωνσταντινιδης γεωργιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male
κωνσταντινιδης ευσταθιου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,κοζανης,male
κωνσταντινιδης ευσταθιου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,κοζανης,male
κωνσταντινιδης ευσταθιου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,κοζανης,male
κωνσταντινιδης ευσταθιου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,κοζανης,male
κωνσταντινιδης κωνσταντινου ευσταθιος,2019-07-07,2020-07-25,νεα δημοκρατια,κοζανης,male
κωνσταντινιδης νικολαου θεοδοσιος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
κωνσταντινιδης νικολαου θεοδοσιος,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
κωνσταντινιδης πετρου ελευθεριος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
κωνσταντινιδης πετρου ελευθεριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αρκαδιας,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,αρκαδιας,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,αρκαδιας,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,αρκαδιας,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),αρκαδιας,male
κωνσταντινοπουλος κωνσταντινου οδυσσεας,2019-07-07,2020-07-25,κινημα αλλαγης,αρκαδιας,male
κωνσταντινου φωτιου φλωρος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντινου φωτιου φλωρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντινου φωτιου φλωρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντινου φωτιου φλωρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντινου φωτιου φλωρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντινου φωτιου φλωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,δραμας,male
κωνσταντοπουλος ανδρεα νικολαος,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,επικρατειας,male
κωνσταντοπουλος ανδρεα νικολαος,1996-09-22,2000-03-14,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
κωνσταντοπουλος ανδρεα νικολαος,2000-04-09,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
κωνσταντοπουλος ανδρεα νικολαος,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
κωνσταντοπουλος θεοδωρου ιωαννης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,ηλειας,male
ανδριανος σωτηριου ιωαννης,2009-10-04,2012-04-11,νεα δημοκρατια,αργολιδος,male
ανδριανος σωτηριου ιωαννης,2012-05-06,2012-05-19,νεα δημοκρατια,αργολιδος,male
ανδριανος σωτηριου ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,αργολιδος,male
ανδριανος σωτηριου ιωαννης,2015-01-25,2015-08-28,νεα δημοκρατια,αργολιδος,male
ανδριανος σωτηριου ιωαννης,2015-09-20,2019-06-11,νεα δημοκρατια,αργολιδος,male
ανδριανος σωτηριου ιωαννης,2019-07-07,2020-07-25,νεα δημοκρατια,αργολιδος,male
κωνσταντοπουλος λεωνιδα γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,πιεριας,male
κωνσταντοπουλος λεωνιδα γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,πιεριας,male
κωνσταντοπουλος λεωνιδα γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,πιεριας,male
κωνσταντοπουλος λεωνιδα γεωργιος,2012-05-06,2012-05-19,νεα δημοκρατια,πιεριας,male
κωνσταντοπουλος λεωνιδα γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,πιεριας,male
κωνσταντοπουλος χρηστου δημητριος,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κωνσταντοπουλος χρηστου δημητριος,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),αιτωλοακαρνανιας,male
κωνσταντοπουλος χρηστου δημητριος,2019-07-07,2020-07-25,κινημα αλλαγης,αιτωλοακαρνανιας,male
