member_name,role,role_start_date,role_end_date,gender
στεφανος τζουμακας,υπουργος γεωργιας,22/01/1996,25/09/1996,male
στεφανος τζουμακας,υπουργος γεωργιας,25/09/1996,30/10/1998,male
στυλιανη μενδωνη,υπουργος πολιτισμου και αθλητισμου,09/07/2019,27/07/2020,female
στυλιανος πετσας,υφυπουργος στον πρωθυπουργο,09/07/2019,27/07/2020,male
στυλιανος-αγγελος παπαθεμελης,υπουργος δημοσιας ταξης,13/10/1993,04/04/1995,male
συμεων κεδικογλου,υφυπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male
συμεων κεδικογλου,υφυπουργος στον πρωθυπουργο,05/07/2012,10/06/2014,male
σωκρατης ξυνιδης,αναπληρωτης υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male
σωκρατης ξυνιδης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,11/11/2011,male
σωκρατης ξυνιδης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,17/05/2012,male
σωκρατης φαμελλος,αναπληρωτης υπουργος περιβαλλοντος και ενεργειας,05/11/2016,09/07/2019,male
σωτηριος κουβελας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,02/07/1989,12/10/1989,male
σωτηριος κουβελας,υπουργος πολιτισμου,23/11/1989,13/02/1990,male
σωτηριος κουβελας,υπουργος προεδριας της κυβερνησης,31/10/1991,13/10/1993,male
σωτηριος κουβελας,υπουργος εσωτερικων,11/04/1990,08/08/1991,male
σωτηριος κουβελας,υπουργος γεωργιας,08/08/1991,31/10/1991,male
σωτηριος χατζηγακης,υπουργος εργασιας,02/07/1989,07/07/1989,male
σωτηριος χατζηγακης,αναπληρωτης υπουργος εθνικης οικονομιας,02/07/1989,12/10/1989,male
σωτηριος χατζηγακης,αναπληρωτης υπουργος εμποριου,11/04/1990,08/08/1991,male
σωτηριος χατζηγακης,υπουργος γεωργιας,31/10/1991,27/11/1992,male
σωτηριος χατζηγακης,υφυπουργος εθνικης οικονομιας,08/08/1991,31/10/1991,male
σωτηριος χατζηγακης,υπουργος δικαιοσυνης,19/09/2007,07/01/2009,male
σωτηριος χατζηγακης,υπουργος αγροτικης αναπτυξης και τροφιμων,08/01/2009,07/10/2009,male
τατιανα καραπαναγιωτη,υπουργος πολιτισμου και τουρισμου,17/05/2012,21/06/2012,female
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος στον πρωθυπουργο,27/01/2015,27/08/2015,male
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος εξωτερικων,05/11/2016,09/07/2019,male
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος στον πρωθυπουργο,23/09/2015,05/11/2016,male
τζαννης τζαννετακης,υπουργος τουρισμου,03/07/1989,12/10/1989,male
τζαννης τζαννετακης,υπουργος εξωτερικων,02/07/1989,12/10/1989,male
τζαννης τζαννετακης,πρωθυπουργος,02/07/1989,12/10/1989,male
τζαννης τζαννετακης,υπουργος εθνικης αμυνας,23/11/1989,13/02/1990,male
τζαννης τζαννετακης,υπουργος τουρισμου,23/11/1989,13/02/1990,male
τζαννης τζαννετακης,υπουργος πολιτισμου,11/04/1990,08/08/1991,male
τζαννης τζαννετακης,αντιπροεδρος της κυβερνησης,08/08/1991,08/08/1991,male
τζαννης τζαννετακης,υπουργος επικρατειας,08/08/1991,13/10/1993,male
τηλεμαχος χυτηρης,υφυπουργος προεδριας της κυβερνησης,13/10/1993,08/07/1994,male
τηλεμαχος χυτηρης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,08/07/1994,15/09/1995,male
τηλεμαχος χυτηρης,υπουργος τυπου και μεσων μαζικης ενημερωσης,15/09/1995,22/01/1996,male
τηλεμαχος χυτηρης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,13/04/2000,10/03/2004,male
τηλεμαχος χυτηρης,αναπληρωτης υπουργος πολιτισμου και τουρισμου,07/09/2010,17/06/2011,male
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,18/07/2015,27/08/2015,male
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,28/08/2015,21/09/2015,male
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,23/09/2015,05/11/2016,male
φανη παλλη-πετραλια,υφυπουργος πολιτισμου,11/04/1990,08/08/1991,female
φανη παλλη-πετραλια,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,03/12/1992,13/10/1993,female
φανη παλλη-πετραλια,υπουργος τουριστικης αναπτυξης,15/02/2006,19/09/2007,female
φανη παλλη-πετραλια,αναπληρωτης υπουργος πολιτισμου,18/03/2004,15/02/2006,female
φανη παλλη-πετραλια,υπουργος απασχολησης και κοινωνικης προστασιας,17/12/2007,07/10/2009,female
φιλιππος πετσαλνικος,αναπληρωτης υπουργος εθνικης παιδειας και θρησκευματων,08/07/1994,22/01/1996,male
φιλιππος πετσαλνικος,υπουργος μακεδονιας-θρακης,22/01/1996,25/09/1996,male
φιλιππος πετσαλνικος,υπουργος δημοσιας ταξης,30/10/1998,19/02/1999,male
φιλιππος πετσαλνικος,υπουργος μακεδονιας-θρακης,25/09/1996,30/10/1998,male
φιλιππος πετσαλνικος,υφυπουργος εθνικης παιδειας και θρησκευματων,13/04/2000,24/10/2001,male
φιλιππος πετσαλνικος,υπουργος δικαιοσυνης,24/10/2001,10/03/2004,male
φιλιππος σαχινιδης,αναπληρωτης υπουργος οικονομικων,17/06/2011,11/11/2011,male
φιλιππος σαχινιδης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,17/06/2011,male
φιλιππος σαχινιδης,υπουργος οικονομικων,21/03/2012,17/05/2012,male
φιλιππος σαχινιδης,αναπληρωτης υπουργος οικονομικων,11/11/2011,21/03/2012,male
φιλιππος τσαλιδης,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,28/08/2015,21/09/2015,male
φλωρος κωνσταντινου,υφυπουργος γεωργιας,13/10/1993,15/09/1995,male
φοιβος ιωαννιδης,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,13/10/1993,15/09/1995,male
φοιβος ιωαννιδης,υφυπουργος αναπτυξης,01/02/1996,25/09/1996,male
φοιβος ιωαννιδης,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,22/01/1996,01/02/1996,male
φοιβος ιωαννιδης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,30/10/1998,13/04/2000,male
φραγκλινος παπαδελλης,υφυπουργος υγειας και προνοιας,22/01/1996,25/09/1996,male
φραγκουλης φραγκος,υπουργος εθνικης αμυνας,17/05/2012,21/06/2012,male
φωτεινη αραμπατζη,υφυπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,27/07/2020,female
φωτεινη γεννηματα,αναπληρωτης υπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/09/2010,11/11/2011,female
φωτεινη γεννηματα,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/10/2009,07/09/2010,female
φωτεινη γεννηματα,αναπληρωτης υπουργος εσωτερικων,11/11/2011,27/03/2012,female
φωτεινη γεννηματα,αναπληρωτης υπουργος εθνικης αμυνας,25/06/2013,27/01/2015,female
φωτεινη σκοπουλη,υφυπουργος υγειας,21/06/2012,25/06/2013,female
φωτιος-φανουριος κουβελης,υπουργος δικαιοσυνης,02/07/1989,12/10/1989,male
φωτιος-φανουριος κουβελης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,29/08/2018,09/07/2019,male
φωτιος-φανουριος κουβελης,αναπληρωτης υπουργος εθνικης αμυνας,28/02/2018,29/08/2018,male
χαραλαμπος αθανασιου,αναπληρωτης υπουργος εσωτερικων,21/06/2012,25/06/2013,male
χαραλαμπος αθανασιου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,25/06/2013,27/01/2015,male
χαραλαμπος καστανιδης,αναπληρωτης υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,15/09/1995,22/01/1996,male
χαραλαμπος καστανιδης,υπουργος μεταφορων και επικοινωνιων,22/01/1996,25/09/1996,male
χαραλαμπος καστανιδης,υπουργος μεταφορων και επικοινωνιων,25/09/1996,02/09/1997,male
χαραλαμπος καστανιδης,υπουργος μακεδονιας-θρακης,07/07/2003,10/03/2004,male
χαραλαμπος καστανιδης,υπουργος εσωτερικων,27/06/2011,11/11/2011,male
χαραλαμπος καστανιδης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,07/10/2009,17/06/2011,male
χαραλαμπος παμπουκης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,26/08/2011,male
χαραλαμπος παμπουκης,υπουργος επικρατειας,07/10/2009,17/06/2011,male
χαραλαμπος-σταυρος κοντονης,υφυπουργος πολιτισμου παιδειας και θρησκευματων,27/01/2015,27/08/2015,male
χαραλαμπος-σταυρος κοντονης,υφυπουργος πολιτισμου και αθλητισμου,23/09/2015,05/11/2016,male
χαραλαμπος-σταυρος κοντονης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,05/11/2016,29/08/2018,male
χρηστος αηδονης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/09/2010,11/11/2011,male
χρηστος βερελης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,25/09/1996,13/04/2000,male
χρηστος βερελης,υπουργος μεταφορων και επικοινωνιων,13/04/2000,10/03/2004,male
χρηστος γεραρης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,17/05/2012,21/06/2012,male
χρηστος ζωης,υφυπουργος εσωτερικων,19/09/2007,07/10/2009,male
χρηστος ζωης,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,28/08/2015,21/09/2015,male
χρηστος θεοδωρου,υφυπουργος αναπτυξης,24/10/2001,07/07/2003,male
χρηστος κατσιγιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/08/1991,13/10/1993,male
χρηστος κιττας,υπουργος υγειας και κοινωνικης αλληλεγγυης,17/05/2012,21/06/2012,male
χρηστος κοκκινοβασιλης,υφυπουργος μεταφορων και επικοινωνιων,15/09/1994,22/01/1996,male
χρηστος κοσκινας,υφυπουργος γεωργιας,08/08/1991,27/11/1992,male
χρηστος κοσκινας,υπουργος γεωργιας,27/11/1992,13/10/1993,male
χρηστος μαρκογιαννακης,υφυπουργος δημοσιας ταξης,10/03/2004,11/01/2006,male
χρηστος μαρκογιαννακης,αναπληρωτης υπουργος εσωτερικων,08/01/2009,07/10/2009,male
χρηστος παπουτσης,υπουργος εμπορικης ναυτιλιας,13/04/2000,24/10/2001,male
χρηστος παπουτσης,υπουργος προστασιας του πολιτη,07/09/2010,11/11/2011,male
χρηστος παπουτσης,υπουργος προστασιας του πολιτη,11/11/2011,07/03/2012,male
χρηστος παχτας,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/10/1993,08/07/1994,male
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,22/01/1996,25/09/1996,male
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,25/09/1996,13/04/2000,male
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,13/04/2000,26/01/2004,male
χρηστος πρωτοπαπας,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,13/04/2000,male
χρηστος πρωτοπαπας,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,13/04/2000,24/10/2001,male
χρηστος πρωτοπαπας,υπουργος τυπου και μεσων μαζικης ενημερωσης,24/10/2001,13/02/2004,male
χρηστος ροζακης,υφυπουργος εξωτερικων,25/09/1996,03/02/1997,male
χρηστος ροκοφυλλος,αναπληρωτης υπουργος βιομηχανιας ενεργειας και τεχνολογιας,08/07/1994,15/09/1995,male
χρηστος ροκοφυλλος,αναπληρωτης υπουργος εξωτερικων,21/09/1999,13/04/2000,male
χρηστος σπιρτζης,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,21/03/2015,27/08/2015,male
χρηστος σπιρτζης,υπουργος υποδομων και μεταφορων,05/11/2016,09/07/2019,male
χρηστος σπιρτζης,υπουργος υποδομων μεταφορων και δικτυων,23/09/2015,05/11/2016,male
χρηστος σταικουρας,αναπληρωτης υπουργος οικονομικων,21/06/2012,27/01/2015,male
χρηστος σταικουρας,υπουργος οικονομικων,09/07/2019,27/07/2020,male
χρηστος φωλιας,υφυπουργος οικονομιας και οικονομικων,10/03/2004,19/09/2007,male
χρηστος φωλιας,υπουργος αναπτυξης,19/09/2007,07/01/2009,male
χρηστος-γεωργιος σκερτσος,υφυπουργος στον πρωθυπουργο,09/07/2019,27/07/2020,male
χριστινα σπυρακη,υφυπουργος υγειας και προνοιας,13/04/2000,24/10/2001,female
χριστος δημας,υφυπουργος αναπτυξης και επενδυσεων,09/07/2019,27/07/2020,male
χριστοφορος βερναρδακης,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,18/07/2015,27/08/2015,male
χριστοφορος βερναρδακης,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male
χριστοφορος βερναρδακης,υπουργος επικρατειας,05/11/2016,09/07/2019,male
